"Дата","ФО","Регион","Регион название","Регион геоточка","Регион население","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день","Заражений на 100К населения","Летальность, %"
14.03.2020,Центральный федеральный округ,Калужская обл.,Калужская область,"",1012156,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Костромская обл.,Костромская область,"",643324,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Курская обл.,Курская область,"",1115237,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,"",1150201,3,0,0,0,0,0,0.26082397772215465,0
14.03.2020,Центральный федеральный округ,Москва,Москва,"",12506468,35,0,0,0,9,0,0.27985519172959145,0
14.03.2020,Центральный федеральный округ,Московская обл.,Московская область,"",7503385,6,0,0,0,1,0,0.07996390962212388,0
14.03.2020,Центральный федеральный округ,Орловская обл.,Орловская область,"",747247,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,"",1121474,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,"",949348,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,"",1033552,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,0,0,0,0,0,0,0,""
14.03.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,0,0,0,0,0,0,0,""
14.03.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,0,0,0,0,0,0,0,""
14.03.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,0,0,0,0,0,0,0,""
14.03.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,0,0,0,0,0,0,0,""
14.03.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,0,0,0,0,0,0,0,""
14.03.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,1,0,0,0,0,0,0.017846243901046145,0
14.03.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,0,0,0,0,0,0,0,""
14.03.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,0,0,0,0,0,0,0,""
14.03.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,0,0,0,0,0,0,0,""
15.03.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,1,0,0,0,0,0,0.03091427101675801,0
15.03.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,1,0,0,0,0,0,0.03812251202955867,0
15.03.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,0,0,0,0,0,0,0,""
15.03.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,0,0,0,0,0,0,0,""
15.03.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,0,0,0,0,0,0,0,""
15.03.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,0,0,0,0,0,0,0,""
15.03.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,3,0,0,0,0,0,0.3016290987624158,0
